Position,Name,Artist,Album,Genre,Time,Plays
44,(I Got That) Boom Boom [feat. Ying Yang Twins],Britney Spears featuring Ying Yang Twins,In the Zone,Pop,0:04:49,96
45,Dark But Just a Game,Lana Del Rey,Chemtrails Over the Country Club,Alternative,0:03:55,59
46,34+35,Ariana Grande,Positions,Pop,0:02:53,85
47,Living Legend,Lana Del Rey,Blue Banisters,Alternative,0:04:01,77
48,Confetti (feat. Saweetie),Little Mix,Confetti (feat. Saweetie) - Single,Pop,0:03:05,181
49,Hold It Against Me,Britney Spears,Femme Fatale (Deluxe Version),Pop,0:03:49,131
50,good 4 u,Olivia Rodrigo,SOUR,Pop,0:02:58,134
51,Happier Than Ever,Billie Eilish,Happier Than Ever,Alternative,0:04:58,78
52,Don't Keep Me Waiting,Britney Spears,Femme Fatale (Deluxe Version),Pop,0:03:21,110
53,I Know the End,Phoebe Bridgers,Punisher,Alternative,0:05:44,65
54,my hair,Ariana Grande,Positions,Pop,0:02:38,79
55,gold rush,Taylor Swift,evermore,Alternative,0:03:05,
56,Now or Never,Halsey,hopeless fountain kingdom (Deluxe),Alternative,0:03:34,77
57,"thank u, next",Ariana Grande,"thank u, next",Pop,0:03:27,102
58,Not All Who Wander Are Lost,Lana Del Rey,Chemtrails Over the Country Club,Alternative,0:04:07,53
59,Honeymoon,Lana Del Rey,Honeymoon,Alternative,0:05:50,59
60,Cherry Blossom,Lana Del Rey,Blue Banisters,Alternative,0:03:17,84
61,Nobody,Mitski,Be the Cowboy,Indie Rock,0:03:13,115
62,cowboy like me,Taylor Swift,evermore,Alternative,0:04:35,
63,1121,Halsey,"If I Can’t Have Love, I Want Power",Alternative,0:02:42,117
64,WAP (feat. Megan Thee Stallion),Cardi B,WAP (feat. Megan Thee Stallion) - Single,Hip-Hop/Rap,0:03:07,113
65,brutal,Olivia Rodrigo,SOUR,Pop,0:02:23,94
66,Motion Sickness,Phoebe Bridgers,Stranger in the Alps,Alternative,0:03:49,177
67,White Mustang,Lana Del Rey,Lust for Life,Alternative,0:02:44,153
68,Zillionaire,The Aces,Under My Influence,Alternative,0:03:13,29
69,Daydream,The Aces,Under My Influence,Alternative,0:02:30,45
70,Rain On Me,Lady Gaga & Ariana Grande,Chromatica,Pop,0:03:02,105
71,IN A DREAM,Troye Sivan,In A Dream - EP,Pop,0:03:49,142
72,I Think He Knows,Taylor Swift,Lover,Pop,0:02:53,117
73,tolerate it,Taylor Swift,evermore,Alternative,0:04:05,
74,Shadow,Britney Spears,In the Zone,Pop,0:03:44,104
75,Cruel Summer,Taylor Swift,Lover,Pop,0:02:58,162
76,Breaking Up Slowly (feat. Nikki Lane),Lana Del Rey,Chemtrails Over the Country Club,Alternative,0:02:57,58
77,7 rings,Ariana Grande,"thank u, next",Pop,0:02:58,82
78,Backseat (feat. Carly Rae Jepsen),Charli XCX,Pop 2,Pop,0:03:58,70
79,In My Feelings,Lana Del Rey,Lust for Life,Alternative,0:03:58,118
80,Wild at Heart,Lana Del Rey,Chemtrails Over the Country Club,Alternative,0:04:06,58
81,august,Taylor Swift,folklore,Alternative,0:04:21,
82,Hurricane,Halsey,Room 93 - EP,Alternative,0:03:43,28
83,Toxic,Britney Spears,In the Zone,Pop,0:03:18,212
84,Selfish,Britney Spears,Femme Fatale (Deluxe Version),Pop,0:03:43,124
85,Gone,Charli XCX & Christine and the Queens,Charli,Pop,0:04:06,95
86,Dealer,Lana Del Rey,Blue Banisters,Alternative,0:04:34,63
87,champagne problems,Taylor Swift,evermore,Alternative,0:04:04,
88,Everytime,Britney Spears,In the Zone,Pop,0:03:50,126
89,Venice Bitch,Lana Del Rey,Norman F*****g Rockwell!,Alternative,0:09:37,123
90,Piece of Me,Britney Spears,Blackout,Pop,0:03:32,106
91,Dance Till We Die,Lana Del Rey,Chemtrails Over the Country Club,Alternative,0:04:03,56
92,"Sweeter Than Fiction (From ""One Chance"")",Taylor Swift,"Sweeter Than Fiction (From ""One Chance"") - Single",Country,0:03:54,101
93,test drive,Ariana Grande,Positions,Pop,0:02:02,68
94,happiness,Taylor Swift,evermore,Alternative,0:05:15,
95,Bad at Love,Halsey,hopeless fountain kingdom (Deluxe),Alternative,0:03:01,110
96,Cool for the Summer,Demi Lovato,Confident,Pop,0:03:34,59
97,Criminal,Britney Spears,Femme Fatale (Deluxe Version),Pop,0:03:45,103
98,seven,Taylor Swift,folklore,Alternative,0:03:28,
99,this is me trying,Taylor Swift,folklore,Alternative,0:03:15,
100,the 1,Taylor Swift,folklore,Alternative,0:03:30,
